portable operating systems
96. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1603.html score=0.17732556
97. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1960.html score=0.17732556
98. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2514.html score=0.17732556
99. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1536.html score=0.17732556
100. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2376.html score=0.17732556
parallel algorithms Term Frequency 0 - Document Frequency 0

parallel processor in information retrieval
Found 100 hits.
1. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2967.html score=0.70828545
2. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-0634.html score=0.54621774
3. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2973.html score=0.5331033
4. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1811.html score=0.5118127
5. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-0891.html score=0.4152092
6. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2976.html score=0.40966332
7. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2530.html score=0.40966332
8. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2965.html score=0.40966332
9. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-3168.html score=0.40966332
10. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2288.html score=0.40009987
11. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1927.html score=0.38672653
12. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2278.html score=0.3785384
13. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2838.html score=0.35854563
14. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2882.html score=0.35659915
15. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1457.html score=0.35584304
16. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2140.html score=0.35025224
17. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1699.html score=0.3482496
18. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1601.html score=0.34374592
19. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-3169.html score=0.3413861
20. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2516.html score=0.3397004
21. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1935.html score=0.337955
22. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2519.html score=0.32643127
23. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-3012.html score=0.3248747
24. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1681.html score=0.312741
25. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2114.html score=0.3119856
26. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2175.html score=0.30698568
27. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1830.html score=0.3068084
28. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2865.html score=0.2992157
29. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1937.html score=0.29443467
30. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2070.html score=0.28658637
31. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-0651.html score=0.28658637
32. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-0275.html score=0.28658637
33. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2990.html score=0.2835826
34. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1675.html score=0.27310887
35. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2645.html score=0.27151302
36. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2723.html score=0.26938167
37. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2497.html score=0.26726174
38. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2307.html score=0.26631653
39. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1846.html score=0.26334533
40. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2455.html score=0.26298085
41. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1725.html score=0.2573023
42. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1032.html score=0.25684786
43. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2631.html score=0.25684786
44. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1959.html score=0.25603223
45. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1359.html score=0.25550327
46. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2947.html score=0.25541705
47. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1236.html score=0.2508178
48. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2711.html score=0.2508178
49. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1747.html score=0.2496136
50. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1613.html score=0.24940434
51. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1831.html score=0.24564543
52. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-0239.html score=0.24564543
53. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-0292.html score=0.24564543
54. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2532.html score=0.24564543
55. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2561.html score=0.24536224
56. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2032.html score=0.23897028
57. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2493.html score=0.23897028
58. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1960.html score=0.23836271
59. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2575.html score=0.23628683
60. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1976.html score=0.23298366
61. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2846.html score=0.23028864
62. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1788.html score=0.22710906
63. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-3134.html score=0.22260542
64. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2896.html score=0.22211006
65. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2160.html score=0.22043698
66. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1367.html score=0.21983197
67. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1711.html score=0.2172764
68. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2795.html score=0.2172764
69. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1262.html score=0.21615258
70. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-0440.html score=0.20862512
71. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1652.html score=0.20716481
72. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1514.html score=0.20634857
73. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1828.html score=0.20610027
74. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2543.html score=0.20483166
75. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2141.html score=0.20483166
76. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2412.html score=0.20470452
77. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2552.html score=0.20470452
78. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2781.html score=0.20470452
79. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1456.html score=0.20316957
80. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2623.html score=0.20316957
81. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2484.html score=0.20280035
82. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-3135.html score=0.20207733
83. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2451.html score=0.20116098
84. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2722.html score=0.19748159
85. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2377.html score=0.19462034
86. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1108.html score=0.19462034
87. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-0406.html score=0.19213696
88. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1527.html score=0.18939276
89. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2991.html score=0.18785769
90. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1680.html score=0.18742926
91. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1194.html score=0.18615115
92. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-3075.html score=0.18601562
93. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1742.html score=0.18543375
94. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-1530.html score=0.18357003
95. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2746.html score=0.18325843
96. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2650.html score=0.18325843
97. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2388.html score=0.18325843
98. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2895.html score=0.18135212
99. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-2266.html score=0.18032776
100. /home/mukul/IdeaProjects/LuceneSearch/input/cacm/CACM-3156.html score=0.18032776
parallel processor in information retrieval Term Frequency 0 - Document Frequency 0
